NAMEUNIT	OBJECTID	INSPIREID	NATCODE	CODNUT1	CODNUT2	CODNUT3	CODIGOINE	Shape__Are	Shape__Len	Tavg	mosquito.abundance	GDP.test	eip	rnott.expected	RBM	CODIMUNI	AREAOFI	AREAPOL	CODICOMAR	CODIPROV	VALIDDE	DATAALTA	CODIMUNI.1	AREAOFI.1	AREAPOL.1	CODICOMAR.1	CODIPROV.1	VALIDDE.1	DATAALTA.1	Casos2014	Casos2015	Casos2016	Casos2017	Promedio	CasosPromedio	id	ImportationRisk
Balenyà	1784	ES.IGN.SIGLIM34090808017	34090808017	ES5	ES51	ES511	8017	0.001868998877263	0.251831446162496	21.8999996185303	0.0166328735229119	26637.6828613936	3.15188293223522	0.43466423903498	21351	80174	17.2358	17.2358	24	8	20160505	201707262100	80174	17.2358	17.2358	24	8	20160505	201707262100	0	0	0	0	0	0	71	6.54723278597414e-05
Balsareny	1785	ES.IGN.SIGLIM34090808018	34090808018	ES5	ES51	ES511	8018	0.003993532087235	0.286819852093857	22.9186662038167	0.01648942514665	24606.1163621608	2.9052129832074	0.438575228701074	22595	80180	NA	36.6785	7	8	NA	201707262100	80180	NA	36.6785	7	8	NA	201707262100	1	0	0	0	0,25	1	72	0.000156437858866433
Banyeres del Penedès	2564	ES.IGN.SIGLIM34094343020	34094343020	ES5	ES51	ES514	43020	0.001307724325668	0.182488055685989	23.7520008087158	0.0885424287064316	27643.0487654348	2.71784676232138	2.38672458887092	24828	430206	NA	12.2365	12	43	NA	201707262100	430206	NA	12.2365	12	43	NA	201707262100	0	0	0	0	0	0	73	0
Banyoles	2106	ES.IGN.SIGLIM34091717015	34091717015	ES5	ES51	ES512	17015	0.001200139975332	0.180525686437442	22.7135997772217	0.0696361218425509	31465.0477529686	2.95326700774418	1.84579078687045	25449	170157	11.01	11.01	28	17	20100722	201707262100	170157	11.01	11.01	28	17	20100722	201707262100	0	0	0	0	0	0	74	4.99412304647412e-05
Barbens	2350	ES.IGN.SIGLIM34092525041	34092525041	ES5	ES51	ES513	25041	0.000841892247369	0.214444605067444	23.5820007324219	0.0726675838112872	20881.1188129196	2.75506198489507	1.95360672877477	27024.8972774426	250411	7.7837	7.7837	27	25	20150730	201707262100	250411	7.7837	7.7837	27	25	20150730	201707262100	0	0	0	0	0	0	75	5.45472193798837e-05
Barberà de la Conca	2565	ES.IGN.SIGLIM34094343021	34094343021	ES5	ES51	ES514	43021	0.002834768519911	0.294905070664302	22.9680004119873	0.0120387869466834	24374.1116293135	2.89376946976128	0.320461824751235	21270.8830916218	430213	NA	26.1881	16	43	NA	201707262100	430213	NA	26.1881	16	43	NA	201707262100	0	0	0	0	0	0	76	8.52728933120247e-05
Barberà del Vallès	2026	ES.IGN.SIGLIM34090808252	34090808252	ES5	ES51	ES511	8252	0.000882954094357	0.158251317698059	23.7600002288818	0.140259648888525	35688.2178778472	2.71610802288113	3.7812688920889	24618	82520	NA	8.2031	40	8	NA	201707262100	82520	NA	8.2031	40	8	NA	201707262100	0	0	0	0	0	0	77	4.34908604352866e-05
Barcelona	1786	ES.IGN.SIGLIM34090808019	34090808019	ES5	ES51	ES511	8019	0.010671165488316	1.09981309598174	23.6988385518392	0.200354482247757	25987.9929401687	2.72943032661646	5.39623190711635	32954	80193	NA	101.7208	13	8	NA	201707262100	80193	NA	101.7208	13	8	NA	201707262100	32	61	76	66	58,75	59	78	0.0126067243967999
Bàscara	2107	ES.IGN.SIGLIM34091717016	34091717016	ES5	ES51	ES512	17016	0.001854386866563	0.202248186562507	22.9300003051758	0.0528819766701911	30761.0668191812	2.90257993884176	1.40678569317149	25983.0813619275	170160	NA	16.8768	2	17	NA	201707262100	170160	NA	16.8768	2	17	NA	201707262100	0	0	0	0	0	0	79	0.00017489423428166
Bassella	2353	ES.IGN.SIGLIM34092525044	34092525044	ES5	ES51	ES513	25044	0.007696570499824	0.574726693397945	22.6359996795654	0.00652833557488659	22498.3882120898	2.97165793885814	0.172814373793596	28281.6552891693	250447	NA	70.8257	4	25	NA	201707262100	250447	NA	70.8257	4	25	NA	201707262100	0	0	0	0	0	0	80	0.000136101228479785
Batea	2567	ES.IGN.SIGLIM34094343022	34094343022	ES5	ES51	ES514	43022	0.013680263501338	0.612554669647139	23.9969999790192	0.0247116136472124	22990.5249159637	2.66509579264323	0.668633869611721	14964	430228	NA	128.4673	37	43	NA	201707262100	430228	NA	128.4673	37	43	NA	201707262100	0	0	0	0	0	0	81	0
Bausen	2354	ES.IGN.SIGLIM34092525045	34092525045	ES5	ES51	ES513	25045	0.001936653123101	0.200039756302728	16.9020004272461	0.0174970916223812	28181.3047388297	4.70130422931569	0.409343445320741	30094.2459353563	250450	NA	17.8557	39	25	NA	201707262100	250450	NA	17.8557	39	25	NA	201707262100	0	0	0	0	0	0	82	0
Begues	1787	ES.IGN.SIGLIM34090808020	34090808020	ES5	ES51	ES511	8020	0.005418532037689	0.341389228546631	22.7186673482259	0.102829586874346	26808.1611618677	2.95206997918116	2.72585733081723	35528	80207	NA	50.4306	11	8	NA	201801011500	80207	NA	50.4306	11	8	NA	201801011500	1	0	0	0	0,25	1	83	6.93787810158037e-05
Begur	2104	ES.IGN.SIGLIM34091717013	34091717013	ES5	ES51	ES512	17013	0.002268638695327	0.41315235264109	23.0480003356934	0.182451712305371	30790.0635951183	2.87530850087436	4.86311113537659	25772	170139	20.84	20.84	10	17	20111214	201707262100	170139	20.84	20.84	10	17	20111214	201707262100	0	0	0	0	0	0	84	3.61809565685127e-05
Belianes	2355	ES.IGN.SIGLIM34092525046	34092525046	ES5	ES51	ES513	25046	0.001702544541378	0.217805169958287	23.7679996490479	0.0377945843814953	21645.7351788444	2.71437039579749	1.01903310095325	25524.6406162142	250463	15.7697	15.7697	38	25	20150128	201707262100	250463	15.7697	15.7697	38	25	20150128	201707262100	0	0	0	0	0	0	85	7.02178834085712e-05
Bell-lloc d'Urgell	2357	ES.IGN.SIGLIM34092525048	34092525048	ES5	ES51	ES513	25048	0.003799213581736	0.32617822235349	23.781333287557	0.135416657277186	23914.3409741325	2.71147654480341	3.65191429584067	23169.993457338	250485	35.1622	35.1622	27	25	20150730	201707262100	250485	35.1622	35.1622	27	25	20150730	201707262100	0	0	0	0	0	0	86	5.01642318960483e-05
Bellaguarda	2460	ES.IGN.SIGLIM34092525170	34092525170	ES5	ES51	ES513	25170	0.002228202330801	0.268924814397166	23.1119995117188	0.0136888705349012	27065.8879730878	2.86062473292271	0.365249283525283	23498.7944747683	251706	NA	20.3388	18	25	NA	201707262100	251706	NA	20.3388	18	25	NA	201707262100	0	0	0	0	0	0	87	0.000199060141117456
Bellcaire d'Empordà	2108	ES.IGN.SIGLIM34091717018	34091717018	ES5	ES51	ES512	17018	0.001364728075954	0.196760924988223	23.1171522140503	0.196166311363983	24027.2200776766	2.85944578011264	5.23459100790138	22196.0306200762	170182	NA	12.5935	10	17	NA	201707262100	170182	NA	12.5935	10	17	NA	201707262100	0	0	0	0	0	0	88	0.000123226833243982
Bellcaire d'Urgell	2356	ES.IGN.SIGLIM34092525047	34092525047	ES5	ES51	ES513	25047	0.003373696712167	0.275338827867833	23.6720008850098	0.0913842864739325	29448.8723692949	2.73529674534178	2.46026045278231	25196.9228091639	250479	31.1603	31.1603	23	25	20130529	201707262100	250479	31.1603	31.1603	23	25	20130529	201707262100	0	0	0	0	0	0	89	6.85655611641822e-05
Bellmunt d'Urgell	2358	ES.IGN.SIGLIM34092525049	34092525049	ES5	ES51	ES513	25049	0.00054653011651	0.171330623891144	23.5359992980957	0.051308534329659	24705.2360840171	2.76521960827795	1.37838624659887	23428.3188957177	250498	5.0475	5.0475	23	25	20131016	201707262100	250498	5.0475	5.0475	23	25	20131016	201707262100	0	0	0	0	0	0	90	0
Bellmunt del Priorat	2569	ES.IGN.SIGLIM34094343023	34094343023	ES5	ES51	ES514	43023	0.000965906576002	0.144577891580868	23.9879999160767	0.0453667931158308	20093.0496419323	2.66701536600208	1.22734257725675	24215.7756752567	430234	NA	8.8904	29	43	NA	201707262100	430234	NA	8.8904	29	43	NA	201707262100	0	0	0	0	0	0	91	4.82686047554153e-05
Bellprat	1788	ES.IGN.SIGLIM34090808021	34090808021	ES5	ES51	ES511	8021	0.003350097543914	0.274889077390618	21.8639993667603	0.00516486315901684	20131.2555047415	3.16097350279369	0.134884934886452	25024.8805004458	80214	NA	31.1637	6	8	NA	201801011500	80214	NA	31.1637	6	8	NA	201801011500	0	0	0	0	0	0	92	8.54554853950462e-05
Bellpuig	2359	ES.IGN.SIGLIM34092525050	34092525050	ES5	ES51	ES513	25050	0.003784083693711	0.377525579073689	23.6600008010864	0.0867546023891798	30994.4947144238	2.73792390942754	2.33518120627626	22137	250501	35.0176	35.0176	38	25	20150429	201707262100	250501	35.0176	35.0176	38	25	20150429	201707262100	0	0	0	0	0	0	93	0.000156815049738801
Bellvei	2570	ES.IGN.SIGLIM34094343024	34094343024	ES5	ES51	ES514	43024	0.000887614143267	0.171418205236703	23.8880004882812	0.139330396944684	24400.6811183936	2.68843693839614	3.76364865682413	21113	430249	NA	8.2898	12	43	NA	201707262100	430249	NA	8.2898	12	43	NA	201707262100	0	0	0	0	0	0	94	4.1262423324696e-05
Bellver de Cerdanya	2360	ES.IGN.SIGLIM34092525051	34092525051	ES5	ES51	ES513	25051	0.010688089416622	0.689571383674693	15.788666566213	0.0161959125557356	22379.6809201653	5.13924753459607	0.367233205485619	23573	250518	NA	97.9346	15	25	NA	201707262100	250518	NA	97.9346	15	25	NA	201707262100	0	0	0	0	0	0	95	8.43034239599446e-05
Bellvís	2361	ES.IGN.SIGLIM34092525052	34092525052	ES5	ES51	ES513	25052	0.005018801039724	0.427851822290469	23.9200000762939	0.105599562721284	23436.6640288713	2.681563430173	2.85389863184053	19961	250523	46.4131	46.4131	27	25	20141022	201707262100	250523	46.4131	46.4131	27	25	20141022	201707262100	0	0	0	0	0	0	96	0.000121290950320385
Benavent de Segrià	2362	ES.IGN.SIGLIM34092525053	34092525053	ES5	ES51	ES513	25053	0.000820896117083	0.154215371815518	24.0480003356934	0.0945747880738856	27757.4568690519	2.65424427806157	2.56093920415123	24426	250539	NA	7.4589	33	25	NA	201707262100	250539	NA	7.4589	33	25	NA	201707262100	0	0	0	0	0	0	97	8.10059572703694e-05
Benifallet	2572	ES.IGN.SIGLIM34094343025	34094343025	ES5	ES51	ES514	43025	0.006653770318455	0.473148197954633	23.9219999313354	0.0496807990238994	22360.4691796448	2.68113444543861	1.34269787948847	24618.7822872514	430252	NA	62.4843	9	43	NA	201707262100	430252	NA	62.4843	9	43	NA	201707262100	0	0	0	0	0	0	98	7.17136218831333e-05
Benissanet	2573	ES.IGN.SIGLIM34094343026	34094343026	ES5	ES51	ES514	43026	0.00248182369118	0.379086573987137	24.3799997965495	0.15227529143046	20905.9484842253	2.5846756243496	4.14392057394454	18426	430265	NA	23044	30	43	NA	201707262100	430265	NA	23044	30	43	NA	201707262100	0	0	0	0	0	0	99	9.32274112838115e-05
Berga	1789	ES.IGN.SIGLIM34090808022	34090808022	ES5	ES51	ES511	8022	0.002453056611575	0.279964252223744	19.2040004730225	0.0143239111061447	22190.4294304116	3.91055755945897	0.354579294341668	24428	80229	22.3751	22.3751	14	8	20170426	201707262100	80229	22.3751	22.3751	14	8	20170426	201707262100	0	0	0	2	0,5	1	100	0.00017177199828696
Besalú	2109	ES.IGN.SIGLIM34091717019	34091717019	ES5	ES51	ES512	17019	0.000511684847318	0.112636531252504	22.4860000610352	0.0184765636071665	23352.1874512187	3.0075325601246	0.487849343943066	24003	170195	4.69	4.69	19	17	20101117	201707262100	170195	4.69	4.69	19	17	20101117	201707262100	0	0	0	0	0	0	101	7.26367593645874e-05
Bescanó	2110	ES.IGN.SIGLIM34091717020	34091717020	ES5	ES51	ES512	17020	0.003921396845961	0.318646582304916	22.9440002441406	0.112060298856532	19749.3653693498	2.89933088328583	2.98176098670246	25210	170209	36.0286	36.0286	20	17	20160505	201707262100	170209	36.0286	36.0286	20	17	20160505	201707262100	0	0	0	0	0	0	102	0
Beuda	2111	ES.IGN.SIGLIM34091717021	34091717021	ES5	ES51	ES512	17021	0.00392009355917	0.467978480408727	21.7919998168945	0.0210555676097785	24444.3527303741	3.1792331332642	0.549167905122565	28790.6805597843	170216	36.1713	36.1713	19	17	20160505	201707262100	170216	36.1713	36.1713	19	17	20160505	201707262100	0	0	0	0	0	0	103	4.63437286296796e-05
Bigues i Riells	1790	ES.IGN.SIGLIM34090808023	34090808023	ES5	ES51	ES511	8023	0.003151851136078	0.313157710530325	22.793999671936	0.0103879696320527	28520.6839047773	2.93433257755027	0.275718517299331	27728	80235	NA	28.6665	41	8	NA	201707262100	80235	NA	28.6665	41	8	NA	201707262100	0	0	0	0	0	0	104	0
Biosca	2363	ES.IGN.SIGLIM34092525055	34092525055	ES5	ES51	ES513	25055	0.007163594162878	0.431025329061127	22.5329999923706	0.00340841795673421	21350.6497745702	2.99624548718317	0.0900673749360295	27889.710729131	250557	66.03	66.03	32	25	20101117	201707262100	250557	66.03	66.03	32	25	20101117	201707262100	0	0	0	0	0	0	105	0.000100555461688995
Biure	2309	ES.IGN.SIGLIM34091717234	34091717234	ES5	ES51	ES512	17234	0.001093648977106	0.179630464115125	22.9487998962402	0.0494995723728154	29736.4369487189	2.89821783462444	1.31721608918551	24465.0989330111	172348	NA	10.0273	2	17	NA	201707262100	172348	NA	10.0273	2	17	NA	201707262100	0	0	0	0	0	0	106	6.13108169583926e-05
Blancafort	2576	ES.IGN.SIGLIM34094343029	34094343029	ES5	ES51	ES514	43029	0.001566408845899	0.192633762669916	22.6680002212524	0.00684980202500365	24466.96375521	2.96406009531193	0.181422482042135	24826.0248338088	430290	14534	14534	16	43	20160505	201707262100	430290	14534	14534	16	43	20160505	201707262100	0	0	0	0	0	0	107	2.77198026430722e-05
Blanes	2113	ES.IGN.SIGLIM34091717023	34091717023	ES5	ES51	ES512	17023	0.001922349356631	0.280463077337362	23.3079996109009	0.256022260688151	28239.7703468048	2.81611994396965	6.8529895456421	22849	170237	17.7	17.7	34	17	20111214	201707262100	170237	17.7	17.7	34	17	20111214	201707262100	0	0	1	1	0,5	1	108	0.000103786310077484
Boadella i les Escaules	2119	ES.IGN.SIGLIM34091717029	34091717029	ES5	ES51	ES512	17029	0.00118838759576	0.17489531689303	22.808000087738	0.0308919056864583	21362.9819708992	2.93104786729107	0.820128413535915	26048.9852784099	170293	NA	10.6877	2	17	NA	201707262100	170293	NA	10.6877	2	17	NA	201707262100	0	0	0	0	0	0	109	5.53484468777094e-05
Bolvir	2114	ES.IGN.SIGLIM34091717024	34091717024	ES5	ES51	ES512	17024	0.001165835855375	0.190080946361559	15.7720003128052	0.0229251704804614	23214.5192914886	5.14610426475936	0.519560817315791	24641.7781939991	170242	NA	10.8893	15	17	NA	201707262100	170242	NA	10.8893	15	17	NA	201707262100	0	0	0	0	0	0	110	0
Bonastre	2577	ES.IGN.SIGLIM34094343030	34094343030	ES5	ES51	ES514	43030	0.002684739398962	0.236779429280343	23.5240001678467	0.0920410289480153	19848.2124175231	2.76787530113396	2.47218180092138	22488.4711828697	430304	NA	24.9817	12	43	NA	201707262100	430304	NA	24.9817	12	43	NA	201707262100	0	0	0	0	0	0	111	3.22645811743021e-05
Bordils	2115	ES.IGN.SIGLIM34091717025	34091717025	ES5	ES51	ES512	17025	0.000802168217708	0.152827264440896	23.0940003395081	0.156612838712817	13902.8292820724	2.86474681014543	4.17754606060518	26664	170255	6.9876	6.9876	20	17	20140212	201707262100	170255	6.9876	6.9876	20	17	20140212	201707262100	0	0	0	0	0	0	112	0.000115481620795059
Borrassà	2116	ES.IGN.SIGLIM34091717026	34091717026	ES5	ES51	ES512	17026	0.001034495102438	0.143502430984713	23.2759990692139	0.162733184550137	21640.2165870057	2.82333856911679	4.35366025624466	20847.7373348641	170268	NA	9.4888	2	17	NA	201707262100	170268	NA	9.4888	2	17	NA	201707262100	0	0	0	0	0	0	113	0.000218952955676379
Borredà	1791	ES.IGN.SIGLIM34090808024	34090808024	ES5	ES51	ES511	8024	0.004739762193862	0.581344146254338	18.638666788737	0.0100105904864112	22443.3614068301	4.09147956675528	0.244623999281827	29381.2181069741	80240	43.3751	43.3751	14	8	20160727	201707262100	80240	43.3751	43.3751	14	8	20160727	201707262100	0	0	0	0	0	0	114	0.000176769946172804
Bossòst	2367	ES.IGN.SIGLIM34092525059	34092525059	ES5	ES51	ES513	25059	0.003063800663329	0.351735165526217	18.0160007476807	0.0177467107417137	17520.961899681	4.30045116885727	0.427242769736786	23299	250595	NA	27.8638	39	25	NA	201707262100	250595	NA	27.8638	39	25	NA	201707262100	0	0	0	0	0	0	115	6.26028593259647e-05
Bot	2579	ES.IGN.SIGLIM34094343032	34094343032	ES5	ES51	ES514	43032	0.00370826222122	0.293402197366142	23.6780004501343	0.0337064827070945	29347.5818161479	2.7339842130752	0.907535688495993	30034.5425743988	430326	NA	34.6774	37	43	NA	201707262100	430326	NA	34.6774	37	43	NA	201707262100	0	0	0	0	0	0	116	0.000191824222554017
Botarell	2580	ES.IGN.SIGLIM34094343033	34094343033	ES5	ES51	ES514	43033	0.001281934421833	0.184937803218213	24.0440006256104	0.116879752763792	27438.2497559282	2.65509371056181	3.16473117927352	23879	430332	NA	11.9335	8	43	NA	201707262100	430332	NA	11.9335	8	43	NA	201707262100	0	0	0	0	0	0	117	0
Bovera	2364	ES.IGN.SIGLIM34092525056	34092525056	ES5	ES51	ES513	25056	0.003572302127157	0.296176327572529	24.0266666412354	0.0158141043593273	25407.4052040434	2.65877813283155	0.428082867781633	25572.6986729286	250560	33.22	33.22	18	25	20100311	201707262100	250560	33.22	33.22	18	25	20100311	201707262100	0	0	0	0	0	0	118	5.20161128176718e-05
Bràfim	2581	ES.IGN.SIGLIM34094343034	34094343034	ES5	ES51	ES514	43034	0.000684730483272	0.108386115857161	23.6820011138916	0.0466050501269433	20848.8638122543	2.73310933296237	1.2549036880071	27627.2854691369	430347	NA	6.3476	1	43	NA	201707262100	430347	NA	6.3476	1	43	NA	201707262100	0	0	0	0	0	0	119	8.04000574661862e-05
Breda	2117	ES.IGN.SIGLIM34091717027	34091717027	ES5	ES51	ES512	17027	0.000542463701433	0.131502738658267	22.5320002237956	0.110404880568936	26488.8602576574	2.99648514093346	2.91739677472286	22693	170274	NA	5.0153	34	17	NA	201707262100	170274	NA	5.0153	34	17	NA	201707262100	0	0	0	0	0	0	120	5.82299767831071e-05
Cabacés	2582	ES.IGN.SIGLIM34094343035	34094343035	ES5	ES51	ES514	43035	0.003352796873014	0.294152211456321	23.7719993591309	0.0237012778762869	20359.9556839459	2.713501999167	0.639083224879901	27418.4159923666	430350	NA	31.2285	29	43	NA	201707262100	430350	NA	31.2285	29	43	NA	201707262100	0	0	0	0	0	0	122	0.000114686408436424
Cabanabona	2368	ES.IGN.SIGLIM34092525060	34092525060	ES5	ES51	ES513	25060	0.001535244808929	0.230817659428184	23.2880001068115	0.00377309157729402	19912.1278398149	2.82062923053436	0.100962432286865	25670.9619617233	250609	14.16	14.16	23	25	20160505	201707262100	250609	14.16	14.16	23	25	20160505	201707262100	0	0	0	0	0	0	123	2.99692785733677e-05
Cabanelles	2121	ES.IGN.SIGLIM34091717031	34091717031	ES5	ES51	ES512	17031	0.006080281056457	0.584837152780982	22.6239999135335	0.0306168097613691	23139.4300876427	2.97451204458245	0.81030550629231	30823.9579625806	170314	55.9924	55.9924	2	17	20160505	201707262100	170314	55.9924	55.9924	2	17	20160505	201707262100	0	0	0	0	0	0	124	0.000139837858290673
Cabanes	2120	ES.IGN.SIGLIM34091717030	34091717030	ES5	ES51	ES512	17030	0.001637959395566	0.186069912879899	23.2360000610352	0.169805318803785	28298.5828314322	2.83238749872519	4.53992830327052	31090.3697863691	170307	NA	14.9918	2	17	NA	201707262100	170307	NA	14.9918	2	17	NA	201707262100	0	0	0	0	0	0	125	0
Cabó	2369	ES.IGN.SIGLIM34092525061	34092525061	ES5	ES51	ES513	25061	0.008647457722955	0.556336095487496	17.4079999923706	0.0156479691117236	22609.9113092704	4.51479598865172	0.370992929959091	27101.3540381584	250616	NA	79.5449	4	25	NA	201707262100	250616	NA	79.5449	4	25	NA	201707262100	0	0	0	0	0	0	126	0.0001481462982631
Cabra del Camp	2585	ES.IGN.SIGLIM34094343036	34094343036	ES5	ES51	ES514	43036	0.002886885241609	0.279982872078761	22.5419998168945	0.0207965523390153	26501.4524504252	2.99408900890415	0.549633126829606	21765	430363	NA	27.0268	1	43	NA	201707262100	430363	NA	27.0268	1	43	NA	201707262100	0	0	0	0	0	0	127	0.000262468965942888
Cabrera d'Anoia	1795	ES.IGN.SIGLIM34090808028	34090808028	ES5	ES51	ES511	8028	0.001842770819257	0.273113288036291	23.2580003738403	0.027981006903152	30316.0132202298	2.82740681020253	0.748368586978967	22945.4901048392	80288	17.0827	17.0827	6	8	20130529	201707262100	80288	17.0827	17.0827	6	8	20130529	201707262100	0	0	0	0	0	0	128	5.16979705168845e-05
Cabrera de Mar	1796	ES.IGN.SIGLIM34090808029	34090808029	ES5	ES51	ES511	8029	0.000973490547348	0.143425522284559	23.4521732330322	NA	31695.9447221763	2.78382572395153	NA	40844	80291	NA	8.9359	21	8	NA	201707262100	80291	NA	8.9359	21	8	NA	201707262100	0	0	0	1	0,25	1	129	0.00024038910152403
Cabrils	1797	ES.IGN.SIGLIM34090808030	34090808030	ES5	ES51	ES511	8030	0.000753618487319	0.134693628559483	23.134724299113	0.12036319752428	27709.901592927	2.85542889022096	3.21274793818686	45035	80305	NA	6963	21	8	NA	201707262100	80305	NA	6963	21	8	NA	201707262100	0	0	0	0	0	0	130	2.96918003884793e-05
Cadaqués	2122	ES.IGN.SIGLIM34091717032	34091717032	ES5	ES51	ES512	17032	0.002904060742689	0.78295285925301	22.9473686218262	NA	22728.2479789776	2.89854970522664	NA	23217	170329	NA	26.3715	2	17	NA	201707262100	170329	NA	26.3715	2	17	NA	201707262100	0	0	0	0	0	0	131	7.24800719155832e-05
Calaf	1798	ES.IGN.SIGLIM34090808031	34090808031	ES5	ES51	ES511	8031	0.001001502771963	0.208388568699969	22.2639999389648	0.0066504384021547	23648.428876666	3.06142350309278	0.1749214409704	22537	80312	NA	9.2446	6	8	NA	201707262100	80312	NA	9.2446	6	8	NA	201707262100	0	0	0	0	0	0	132	4.79301889400561e-05
Calafell	2586	ES.IGN.SIGLIM34094343037	34094343037	ES5	ES51	ES514	43037	0.00216352882599	0.213672485528787	23.6800003051758	0.115064795114376	35332.9480538905	2.73354684229431	3.09817762192426	24642	430379	NA	20.3065	12	43	NA	201707262100	430379	NA	20.3065	12	43	NA	201707262100	0	0	0	0	0	0	133	0.000188137893566582
Calders	1801	ES.IGN.SIGLIM34090808034	34090808034	ES5	ES51	ES511	8034	0.003576731495135	0.361315832058944	22.8520002365112	0.0208456944103707	28585.4993883098	2.92074868117647	0.553825586932695	32624.7150404508	80348	32.9913	32.9913	42	8	20160727	201707262100	80348	32.9913	32.9913	42	8	20160727	201707262100	0	0	0	0	0	0	134	9.41099173505349e-05
Caldes d'Estrac	1799	ES.IGN.SIGLIM34090808032	34090808032	ES5	ES51	ES511	8032	8.6014660683e-05	0.041688514646275	NA	NA	24607.5356056713	NA	NA	26181.8459746588	80327	NA	0.8469	21	8	NA	201707262100	80327	NA	0.8469	21	8	NA	201707262100	0	0	0	0	0	0	135	4.35230497506345e-05
Caldes de Malavella	2123	ES.IGN.SIGLIM34091717033	34091717033	ES5	ES51	ES512	17033	0.006200597928137	0.501010908992752	23	0.147141356345515	20186.9610634568	2.88637098926796	3.91884274180945	24203	170335	56.9372	56.9372	34	17	20141022	201707262100	170335	56.9372	56.9372	34	17	20141022	201707262100	0	0	0	0	0	0	136	0
Caldes de Montbui	1800	ES.IGN.SIGLIM34090808033	34090808033	ES5	ES51	ES511	8033	0.004068730074076	0.358852041855966	22.9259996414185	0.0777064514878268	28189.4777578112	2.90350906722817	2.0670382694134	27073	80333	NA	37.5127	41	8	NA	201707262100	80333	NA	37.5127	41	8	NA	201707262100	0	0	0	0	0	0	137	0.000104078646866513
Calella	1802	ES.IGN.SIGLIM34090808035	34090808035	ES5	ES51	ES511	8035	0.000854684585526	0.134083448185868	22.7919998168945	0.11572176159027	29615.3429875373	2.93480207429018	3.07139543806025	23291	80351	NA	8.0108	21	8	NA	201801011500	80351	NA	8.0108	21	8	NA	201801011500	0	0	0	0	0	0	138	0
Calldetenes	1804	ES.IGN.SIGLIM34090808037	34090808037	ES5	ES51	ES511	8037	0.00062079673261	0.118727702215124	22.0240001678467	0.015902223790821	22323.7836091107	3.12077068759285	0.416494835870516	24207	80370	5.7153	5.7153	24	8	20160505	201707262100	80370	5.7153	5.7153	24	8	20160505	201707262100	0	0	0	0	0	0	139	0
Callús	1805	ES.IGN.SIGLIM34090808038	34090808038	ES5	ES51	ES511	8038	0.001342642784882	0.215931334923753	23.103000164032	0.0160407242691991	20469.2910578981	2.86268497499294	0.427938952589308	24048	80386	12387	12387	7	8	20160505	201707262100	80386	12387	12387	7	8	20160505	201707262100	0	0	0	0	0	0	140	3.28583437752777e-05
