NAMEUNIT	OBJECTID	INSPIREID	NATCODE	CODNUT1	CODNUT2	CODNUT3	CODIGOINE	Shape__Are	Shape__Len	Tavg	mosquito.abundance	GDP.test	eip	rnott.expected	RBM	CODIMUNI	AREAOFI	AREAPOL	CODICOMAR	CODIPROV	VALIDDE	DATAALTA	CODIMUNI.1	AREAOFI.1	AREAPOL.1	CODICOMAR.1	CODIPROV.1	VALIDDE.1	DATAALTA.1	Casos2014	Casos2015	Casos2016	Casos2017	Promedio	CasosPromedio	id	ImportationRisk
Les Preses	2219	ES.IGN.SIGLIM34091717139	34091717139	ES5	ES51	ES512	17139	0.001023748931097	0.165563691869147	20.6240005493164	0.016743074957577	25275.7947500055	3.49062204267135	0.427084499877624	30250.2213695187	171390	9.39	9.39	19	17	20020604	201707262100	171390	9.39	9.39	19	17	20020604	201707262100	0	0	0	0	0	0	450	0.000188174313670838
Les Valls d'Aguilar	2536	ES.IGN.SIGLIM34092525906	34092525906	ES5	ES51	ES513	25906	0.013513780052157	0.819506735657396	16.5769999027252	0.0151637949211533	22273.5578284987	4.82514124424905	0.351631946350495	20413.1843642287	259062	NA	123.6072	4	25	NA	201707262100	259062	NA	123.6072	4	25	NA	201707262100	0	0	0	0	0	0	451	5.343548220323e-05
Les Valls de Valira	2516	ES.IGN.SIGLIM34092525239	34092525239	ES5	ES51	ES513	25239	0.018516192446222	1.06267065797626	14.664400100708	0.0184584710423982	24603.8861530937	5.6229025128321	0.404323298018609	22545.8366815616	252398	NA	171.0223	4	25	NA	201707262100	252398	NA	171.0223	4	25	NA	201707262100	0	0	0	0	0	0	452	7.67210370749583e-05
Linyola	2417	ES.IGN.SIGLIM34092525122	34092525122	ES5	ES51	ES513	25122	0.003117580211986	0.246279178073789	23.8979988098145	0.0591367396686144	29700.2735942171	2.68628740962339	1.59767065346355	19636	251229	28.8176	28.8176	27	25	20131016	201707262100	251229	28.8176	28.8176	27	25	20131016	201707262100	0	0	0	0	0	0	453	0
Lladó	2174	ES.IGN.SIGLIM34091717088	34091717088	ES5	ES51	ES512	17088	0.001488515969049	0.179544929164278	22.7399997711182	0.0126023641763878	24271.1266567827	2.94703629121701	0.33418981211451	23676.3661965111	170887	NA	13.6444	2	17	NA	201707262100	170887	NA	13.6444	2	17	NA	201707262100	0	0	0	0	0	0	454	5.6597706907328e-05
Lladorre	2418	ES.IGN.SIGLIM34092525123	34092525123	ES5	ES51	ES513	25123	0.016126729767529	0.680298109203743	13.509999871254	0.0174226402694622	21030.9394087721	6.16692300110914	0.36708863068334	22049.1493176405	251235	NA	147.8495	26	25	NA	201707262100	251235	NA	147.8495	26	25	NA	201707262100	0	0	0	0	0	0	455	0
Lladurs	2419	ES.IGN.SIGLIM34092525124	34092525124	ES5	ES51	ES513	25124	0.013974623657275	0.726878676168443	20.0583999633789	0.00878020867178643	23700.9872035281	3.65219370793643	0.221396782814853	25964.2933490342	251240	127.9914	127.9914	35	25	20170726	201707262100	251240	127.9914	127.9914	35	25	20170726	201707262100	0	0	0	0	0	0	456	0
Llagostera	2175	ES.IGN.SIGLIM34091717089	34091717089	ES5	ES51	ES512	17089	0.008281057693358	0.484370327648128	22.8912002563477	0.114374855543615	23817.6642039768	2.91160355573608	3.04068127272137	22481	170890	77.0048	77.0048	20	17	20150730	201707262100	170890	77.0048	77.0048	20	17	20150730	201707262100	0	0	0	0	0	0	457	6.01072477944914e-05
Llambilles	2176	ES.IGN.SIGLIM34091717090	34091717090	ES5	ES51	ES512	17090	0.001582281179902	0.168980827085449	22.8259997367859	0.0988257281553699	34499.9347532793	2.92683027798863	2.62444825888104	22482.0137138734	170904	14.8784	14.8784	20	17	20130529	201707262100	170904	14.8784	14.8784	20	17	20130529	201707262100	0	0	0	0	0	0	458	0.000136375913357984
Llanars	2177	ES.IGN.SIGLIM34091717091	34091717091	ES5	ES51	ES512	17091	0.002665537009538	0.288533467267313	16.441999912262	0.0168710785025615	26715.4981112809	4.87753518399224	0.389760617177324	24488.4826946498	170911	24.65	24.65	31	17	20120620	201707262100	170911	24.65	24.65	31	17	20120620	201707262100	0	0	0	0	0	0	459	3.53737104854159e-05
Llançà	2178	ES.IGN.SIGLIM34091717092	34091717092	ES5	ES51	ES512	17092	0.003058414551712	0.425719288974654	22.9680004119873	0.097974803004806	23188.6981671814	2.89376946976128	2.6080023086722	22751	170926	NA	27.9533	2	17	NA	201707262100	170926	NA	27.9533	2	17	NA	201707262100	0	0	0	0	0	0	460	6.00569558602441e-05
Llardecans	2420	ES.IGN.SIGLIM34092525125	34092525125	ES5	ES51	ES513	25125	0.007108837149752	0.448627296926511	24.2949995994568	0.01876010342691	24039.0528738788	2.60231135300871	0.509882531345358	18329.8026517229	251253	NA	66.1374	33	25	NA	201707262100	251253	NA	66.1374	33	25	NA	201707262100	0	0	0	0	0	0	461	7.60876007631545e-05
Llavorsí	2421	ES.IGN.SIGLIM34092525126	34092525126	ES5	ES51	ES513	25126	0.007558272509228	0.487435783109833	16.2176002502441	0.0168765745584124	19331.6476819084	4.96588723779431	0.387434810016807	29722.6826119062	251266	NA	68.5687	26	25	NA	201707262100	251266	NA	68.5687	26	25	NA	201707262100	0	0	0	0	0	0	462	0
Lleida	2415	ES.IGN.SIGLIM34092525120	34092525120	ES5	ES51	ES513	25120	0.02290768443963	1.2344338896241	24.1496666272481	0.102463489584365	26647.3845127457	2.63274405668305	2.778817296275	25327	251207	NA	212.1283	33	25	NA	201707262100	251207	NA	212.1283	33	25	NA	201707262100	0	2	2	1	1,25	2	463	0.000145705104919045
Llers	2179	ES.IGN.SIGLIM34091717093	34091717093	ES5	ES51	ES512	17093	0.002320060511165	0.256533539190363	22.7999992370605	0.0339788035900077	26641.1763164051	2.93292453793064	0.901959474586898	28763	170932	NA	21191	2	17	NA	201707262100	170932	NA	21191	2	17	NA	201707262100	0	0	0	0	0	0	464	5.06050637325661e-05
Lles de Cerdanya	2422	ES.IGN.SIGLIM34092525127	34092525127	ES5	ES51	ES513	25127	0.011245915733734	0.600516440035924	12.6513336499532	0.0174250475552075	27926.4686474958	6.60543838859232	0.355817853395136	21254.7205934327	251272	NA	102.6372	15	25	NA	201707262100	251272	NA	102.6372	15	25	NA	201707262100	0	0	0	0	0	0	465	9.24601179547377e-05
Lliçà d'Amunt	1874	ES.IGN.SIGLIM34090808107	34090808107	ES5	ES51	ES511	8107	0.002415663024307	0.271582787384699	23.435998916626	0.0934777719493573	18451.2227115363	2.78743017367535	2.50726755022226	19363.2694091393	81075	NA	22.3298	41	8	NA	201707262100	81075	NA	22.3298	41	8	NA	201707262100	0	0	0	1	0,25	1	466	0.000165708374564882
Lliçà de Vall	1875	ES.IGN.SIGLIM34090808108	34090808108	ES5	ES51	ES511	8108	0.001163561255082	0.173746677243737	23.5911994934082	0.134724838495348	34164.3655890972	2.75303527817804	3.62248807462198	27412	81081	NA	10.7775	41	8	NA	201707262100	81081	NA	10.7775	41	8	NA	201707262100	0	0	0	0	0	0	467	0.000126531939991445
Llimiana	2423	ES.IGN.SIGLIM34092525128	34092525128	ES5	ES51	ES513	25128	0.004449178024402	0.446124156142529	22.7839994430542	0.00498308106877808	21315.3775094521	2.93668103662142	0.132239245925178	26460.974800105	251288	NA	41.5862	25	25	NA	201707262100	251288	NA	41.5862	25	25	NA	201707262100	0	0	0	0	0	0	468	4.21611892941953e-05
Llinars del Vallès	1873	ES.IGN.SIGLIM34090808106	34090808106	ES5	ES51	ES511	8106	0.002988706015548	0.354714228496382	22.9540004730225	0.104417106793402	24022.3381380812	2.89701229307184	2.77884697879525	27504	81069	NA	27.7234	41	8	NA	201707262100	81069	NA	27.7234	41	8	NA	201707262100	0	0	0	0	0	0	469	4.22873160755613e-05
Llívia	2180	ES.IGN.SIGLIM34091717094	34091717094	ES5	ES51	ES512	17094	0.001419790940326	0.1969272019877	16.2600002288818	0.0183895189913812	25964.7442389752	4.94907149238319	0.42267479187088	25130	170947	NA	12.9628	15	17	NA	201707262100	170947	NA	12.9628	15	17	NA	201707262100	0	0	0	0	0	0	470	7.08902439015574e-05
Llobera	2424	ES.IGN.SIGLIM34092525129	34092525129	ES5	ES51	ES513	25129	0.0042198939215	0.300175485145177	21.6079998016357	0.00739959785962883	25318.4940176608	3.22637758076679	0.192346302853985	25927.1813014132	251291	NA	38.9701	35	25	NA	201707262100	251291	NA	38.9701	35	25	NA	201707262100	0	0	0	0	0	0	471	0.000114240412817007
Llorac	2628	ES.IGN.SIGLIM34094343073	34094343073	ES5	ES51	ES514	43073	0.002497979647811	0.342843748490673	22.025333404541	0.00272447734816675	24990.6234631831	3.12043784726374	0.0713584300312122	28075.6972305546	430733	23.1376	23.1376	16	43	20150730	201707262100	430733	23.1376	23.1376	16	43	20150730	201707262100	0	0	0	0	0	0	472	9.47510626104497e-05
Llorenç del Penedès	2629	ES.IGN.SIGLIM34094343074	34094343074	ES5	ES51	ES514	43074	0.000633432648734	0.12089786376827	23.503999710083	0.107190857950879	24816.8999920729	2.77230754791138	2.87818823789511	22271	430748	NA	4.6812	12	43	NA	201707262100	430748	NA	4.6812	12	43	NA	201707262100	0	0	0	0	0	0	473	0.000146189904770958
Lloret de Mar	2181	ES.IGN.SIGLIM34091717095	34091717095	ES5	ES51	ES512	17095	0.005224395198947	0.395348073973458	22.9959993362427	0.147465732003911	22915.8308087593	2.88729492909953	3.92722270986441	21720	170950	48335	48335	34	17	20130529	201707262100	170950	48335	48335	34	17	20130529	201707262100	0	0	0	1	0,25	1	474	0.000103282376933033
Lluçà	1876	ES.IGN.SIGLIM34090808109	34090808109	ES5	ES51	ES511	8109	0.005815039387969	0.553113305733074	20.2560001373291	0.00682184058460332	26968.6596308108	3.59491371327272	0.172720910730114	25265.6030656962	81094	NA	53.3565	24	8	NA	201801011500	81094	NA	53.3565	24	8	NA	201801011500	0	0	0	0	0	0	475	8.22547458165729e-05
Maçanet de Cabrenys	2188	ES.IGN.SIGLIM34091717102	34091717102	ES5	ES51	ES512	17102	0.00738331808327	0.415509419098891	20.1207996368408	0.0167552150693271	28503.2779801306	3.6340074826999	0.423039217836972	25049.7733603674	171024	NA	67.6206	2	17	NA	201707262100	171024	NA	67.6206	2	17	NA	201707262100	0	0	0	0	0	0	476	2.53017106999412e-05
Maçanet de la Selva	2189	ES.IGN.SIGLIM34091717103	34091717103	ES5	ES51	ES512	17103	0.004939879751014	0.373136496812518	23.1899995803833	0.128661241580191	27173.2206892101	2.84282999624313	3.4373321947258	21123	171030	NA	45.6741	34	17	NA	201801011500	171030	NA	45.6741	34	17	NA	201801011500	0	0	0	0	0	0	477	3.65511980056596e-05
Madremanya	2183	ES.IGN.SIGLIM34091717097	34091717097	ES5	ES51	ES512	17097	0.001524151036378	0.202097199632931	22.7479991912842	0.0504187922823446	34341.8183853073	2.94515092803081	1.33718687474529	28372.3407775777	170979	13.5914	13.5914	20	17	20131016	201707262100	170979	13.5914	13.5914	20	17	20131016	201707262100	0	0	0	0	0	0	478	9.99863781886292e-05
Maià de Montcal	2184	ES.IGN.SIGLIM34091717098	34091717098	ES5	ES51	ES512	17098	0.001878949941365	0.214931415219574	22.7229995727539	0.016034458946595	22811.2554342689	2.95104703405875	0.425080392905477	25525.5803482709	170985	17.22	17.22	19	17	20101117	201707262100	170985	17.22	17.22	19	17	20101117	201707262100	0	0	0	0	0	0	479	4.04537967707784e-05
Maials	2428	ES.IGN.SIGLIM34092525133	34092525133	ES5	ES51	ES513	25133	0.006209160476209	0.335680513312112	24.2240002950033	0.0268202546113013	21342.3408434666	2.6171343938637	0.728178706680273	32461.8130825244	251333	NA	57.1292	33	25	NA	201707262100	251333	NA	57.1292	33	25	NA	201707262100	0	0	0	0	0	0	480	4.30324666076726e-05
Maldà	2425	ES.IGN.SIGLIM34092525130	34092525130	ES5	ES51	ES513	25130	0.003402546223922	0.279596774232688	23.3479995727539	0.00993244989984853	19897.2073563767	2.80712277188224	0.266034417454228	22768.4520284636	251305	31.5338	31.5338	38	25	20150128	201707262100	251305	31.5338	31.5338	38	25	20150128	201707262100	0	0	0	0	0	0	481	6.88909045571048e-05
Malgrat de Mar	1877	ES.IGN.SIGLIM34090808110	34090808110	ES5	ES51	ES511	8110	0.000945819198242	0.154371999822141	23.3631572723389	NA	34150.6957383961	2.8037208730036	NA	22105	81108	NA	8.7525	21	8	NA	201801011500	81108	NA	8.7525	21	8	NA	201801011500	0	0	0	0	0	0	482	6.41769131946378e-05
Malla	1878	ES.IGN.SIGLIM34090808111	34090808111	ES5	ES51	ES511	8111	0.001194798535773	0.235277665682516	22.1000003814697	0.0107830095380499	22149.6341480598	3.1018539139065	0.282799454393906	23595.0590764438	81115	NA	10.9619	24	8	NA	201707262100	81115	NA	10.9619	24	8	NA	201707262100	0	0	0	0	0	0	483	0.000128448898679128
Manlleu	1879	ES.IGN.SIGLIM34090808112	34090808112	ES5	ES51	ES511	8112	0.001874041844416	0.220340308707133	22.2346661885579	0.0147188378960586	27716.6662731177	3.06861618195616	0.386939591639881	23850	81120	NA	17.2339	24	8	NA	201707262100	81120	NA	17.2339	24	8	NA	201707262100	0	1	0	0	0,25	1	484	6.33859199647252e-05
Manresa	1880	ES.IGN.SIGLIM34090808113	34090808113	ES5	ES51	ES511	8113	0.004503444523005	0.349877480740479	23.3959999084473	0.0312002245260511	31169.658683239	2.7963640152294	0.83632082251845	26187	81136	41.6388	41.6388	7	8	20170726	201707262100	81136	41.6388	41.6388	7	8	20170726	201707262100	0	1	1	1	0,75	1	485	0.000371070565158892
Marçà	2631	ES.IGN.SIGLIM34094343076	34094343076	ES5	ES51	ES514	43076	0.001734013416996	0.220083405253079	23.3728004455566	0.0454820656267063	27377.9057491422	2.80155876581119	1.21869274154904	20768.9977451817	430764	NA	16.0854	29	43	NA	201707262100	430764	NA	16.0854	29	43	NA	201707262100	0	0	0	0	0	0	486	0.000136334642604038
Margalef	2630	ES.IGN.SIGLIM34094343075	34094343075	ES5	ES51	ES514	43075	0.00373358071485	0.291768587839162	22.5300006866455	0.0281088600316032	22539.1452239843	2.99696450594148	0.742737905721706	27133.1656821596	430751	NA	34.7588	29	43	NA	201707262100	430751	NA	34.7588	29	43	NA	201707262100	0	0	0	0	0	0	487	0
Marganell	2016	ES.IGN.SIGLIM34090808242	34090808242	ES5	ES51	ES511	8242	0.001442751509239	0.297481839345587	22.3669996261597	0.0128667637653292	22374.4404324857	3.03630109618465	0.339032569742179	27295.5630710111	82423	13.3455	13.3455	7	8	20141022	201707262100	82423	13.3455	13.3455	7	8	20141022	201707262100	0	0	0	0	0	0	488	0.000107787932747007
Martorell	1881	ES.IGN.SIGLIM34090808114	34090808114	ES5	ES51	ES511	8114	0.001390210139782	0.235165245346142	23.5472003936768	0.09593720699368	24492.1476635512	2.76274283901406	2.57777629099853	25819	81141	NA	12.7667	11	8	NA	201801011500	81141	NA	12.7667	11	8	NA	201801011500	0	0	0	0	0	0	489	9.83492652909604e-05
Martorelles	1882	ES.IGN.SIGLIM34090808115	34090808115	ES5	ES51	ES511	8115	0.000393113160935	0.088062709236541	23.4853324890137	0.13970838065067	27866.7746169438	2.77645074304848	3.75020820483759	26958	81154	NA	3.6217	41	8	NA	201707262100	81154	NA	3.6217	41	8	NA	201707262100	0	0	0	0	0	0	490	0.000184644319655876
Mas de Barberans	2632	ES.IGN.SIGLIM34094343077	34094343077	ES5	ES51	ES514	43077	0.008451415927091	0.443172848727214	22.933000087738	0.0400629940943914	24082.5656145174	2.90188345372238	1.06582345042237	24733.5196204439	430770	NA	78882	22	43	NA	201707262100	430770	NA	78882	22	43	NA	201707262100	0	0	0	0	0	0	491	0
Masarac	2186	ES.IGN.SIGLIM34091717100	34091717100	ES5	ES51	ES512	17100	0.001362802466866	0.174152463974936	23.0920009613037	0.0208875070056346	19869.4396409587	2.86520506378001	0.55714248710425	20228.3999964878	171002	NA	12.5422	2	17	NA	201707262100	171002	NA	12.5422	2	17	NA	201707262100	0	0	0	0	0	0	492	5.82722523776697e-05
Masdenverge	2633	ES.IGN.SIGLIM34094343078	34094343078	ES5	ES51	ES514	43078	0.001552917339754	0.208043958988296	24.7520008087158	0.215076484539627	22054.5579765598	2.50888877327286	5.88472129532418	19102	430786	NA	14.6754	22	43	NA	201707262100	430786	NA	14.6754	22	43	NA	201707262100	0	0	0	0	0	0	493	6.06925851528629e-05
Masllorenç	2634	ES.IGN.SIGLIM34094343079	34094343079	ES5	ES51	ES514	43079	0.000697635797844	0.141114384762188	23.3959999084473	0.0439182141225047	32140.7189840235	2.7963640152294	1.17722604617177	29764.182930879	430799	NA	6.5399	12	43	NA	201707262100	430799	NA	6.5399	12	43	NA	201707262100	0	0	0	0	0	0	494	0.000142275314173906
Maspujols	2636	ES.IGN.SIGLIM34094343081	34094343081	ES5	ES51	ES514	43081	0.000383035303581	0.097977637607821	23.4359998703003	0.0204455855071154	20344.4746961738	2.78742996101132	0.54839297938926	21956.4285721396	430810	NA	3.5982	8	43	NA	201707262100	430810	NA	3.5982	8	43	NA	201707262100	0	0	0	0	0	0	495	7.53107485814589e-05
Masquefa	1886	ES.IGN.SIGLIM34090808119	34090808119	ES5	ES51	ES511	8119	0.001849683085795	0.243598187809143	23.4640000661214	0.0584733554112786	31462.152904092	2.78119306221503	1.56907544171856	24526	81192	17.14	17.14	6	8	20101117	201707262100	81192	17.14	17.14	6	8	20101117	201707262100	0	0	0	0	0	0	496	5.92155797311461e-05
Massalcoreig	2426	ES.IGN.SIGLIM34092525131	34092525131	ES5	ES51	ES513	25131	0.001490336536605	0.18885477671633	24.8359994888306	0.0779425691549248	23670.9507407093	2.49208582587903	2.13515265934701	26459.65288714	251312	NA	13.6349	33	25	NA	201707262100	251312	NA	13.6349	33	25	NA	201707262100	0	0	0	0	0	0	497	0.000212886391847697
Massanes	2187	ES.IGN.SIGLIM34091717101	34091717101	ES5	ES51	ES512	17101	0.00280781406742	0.220959283867697	23.1879997253418	0.0866966340588197	20480.1843142263	2.84328485246003	2.3161244662022	24659.7325648669	171019	NA	25.8628	34	17	NA	201707262100	171019	NA	25.8628	34	17	NA	201707262100	0	0	0	0	0	0	498	0.000127207770476348
Massoteres	2427	ES.IGN.SIGLIM34092525132	34092525132	ES5	ES51	ES513	25132	0.00283219807693	0.258633966301983	23.1180000305176	0.00448477273220521	25414.8544352347	2.85925184387203	0.119675371669028	25570.9284813088	251327	26135	26135	32	25	20140212	201707262100	251327	26135	26135	32	25	20140212	201707262100	0	0	0	0	0	0	499	0.000148401431512818
Matadepera	1887	ES.IGN.SIGLIM34090808120	34090808120	ES5	ES51	ES511	8120	0.002732629716321	0.246530014683455	21.7719993591309	0.0908489610542654	23130.7832061098	3.18432409448049	2.36864640072421	48804	81206	NA	25.2727	40	8	NA	201801011500	81206	NA	25.2727	40	8	NA	201801011500	0	0	0	0	0	0	500	7.71835665548905e-05
Mataró	1888	ES.IGN.SIGLIM34090808121	34090808121	ES5	ES51	ES511	8121	0.002412222883705	0.270470775963783	23.2227621078491	0.113650780337272	27041.1895402933	2.8353886886782	3.03792485269556	23636	81213	NA	22.4226	21	8	NA	201707262100	81213	NA	22.4226	21	8	NA	201707262100	0	0	3	1	1	1	501	0.00013323745785775
Mediona	1889	ES.IGN.SIGLIM34090808122	34090808122	ES5	ES51	ES511	8122	0.005180348804355	0.390191032716743	22.6946665445964	0.0354736372764859	28305.3837662874	2.95774358843506	0.93997163909261	23436	81228	NA	47.9697	3	8	NA	201707262100	81228	NA	47.9697	3	8	NA	201707262100	0	0	0	0	0	0	502	4.90860815902317e-05
Menàrguens	2429	ES.IGN.SIGLIM34092525134	34092525134	ES5	ES51	ES513	25134	0.002222347252161	0.219124492282816	23.9619998931885	0.0708837652819849	23536.2876803875	2.67256853614674	1.91691225192511	26078.0080403721	251348	20.5354	20.5354	23	25	20141022	201707262100	251348	20.5354	20.5354	23	25	20141022	201707262100	0	0	0	0	0	0	503	6.05270240858793e-05
Meranges	2185	ES.IGN.SIGLIM34091717099	34091717099	ES5	ES51	ES512	17099	0.004112790536868	0.28152601121618	12.5139999389648	0.0173822125198491	24610.0030315466	6.67841046494124	0.353097911998918	28523.656424533	170998	NA	37.9303	15	17	NA	201707262100	170998	NA	37.9303	15	17	NA	201707262100	0	0	0	0	0	0	504	3.3795500257999e-05
Mieres	2190	ES.IGN.SIGLIM34091717105	34091717105	ES5	ES51	ES512	17105	0.002841039188517	0.254297120168703	21.6840000152588	0.0180870737405496	22224.4438634695	3.20682066337944	0.470815454304154	20974.7814129841	171058	26.12	26.12	19	17	20120620	201707262100	171058	26.12	26.12	19	17	20120620	201707262100	0	0	0	0	0	0	505	5.95803486123312e-05
Miralcamp	2430	ES.IGN.SIGLIM34092525135	34092525135	ES5	ES51	ES513	25135	0.001607914057755	0.179866246297593	23.576000213623	0.130288418068562	18378.5456045512	2.75638484648248	3.50236332652268	19393	251351	NA	14.89	27	25	NA	201707262100	251351	NA	14.89	27	25	NA	201707262100	0	0	0	0	0	0	506	4.7449311877009e-05
Miravet	2639	ES.IGN.SIGLIM34094343084	34094343084	ES5	ES51	ES514	43084	0.003470733571049	0.327950750830517	24.3199996948242	0.0686727675737454	19350.9046917384	2.59711191164299	1.86715661282797	23803.6316604067	430846	NA	32.5845	30	43	NA	201707262100	430846	NA	32.5845	30	43	NA	201707262100	0	0	0	0	0	0	507	5.11576551725688e-05
Moià	1905	ES.IGN.SIGLIM34090808138	34090808138	ES5	ES51	ES511	8138	0.008226598940334	0.505933954110542	20.1129999160767	0.00864920704316825	23586.9688396008	3.63627572978365	0.218341632754133	24893	81385	75.5357	75.5357	42	8	20170726	201707262100	81385	75.5357	75.5357	42	8	20170726	201707262100	0	0	0	2	0,5	1	508	4.38610787102832e-05
Molins de Rei	1890	ES.IGN.SIGLIM34090808123	34090808123	ES5	ES51	ES511	8123	0.001693037774045	0.208493207184192	23.7919998168945	0.209266378464137	23896.8319299978	2.70916376818667	5.64442479450086	29038	81234	NA	15.7255	11	8	NA	201801011500	81234	NA	15.7255	11	8	NA	201801011500	0	1	0	0	0,25	1	509	8.62074537451091e-05
Mollerussa	2432	ES.IGN.SIGLIM34092525137	34092525137	ES5	ES51	ES513	25137	0.000750777732391	0.157853214540119	23.6319999694824	0.144655949305354	15325.8128863774	2.74406391557777	3.89200951582381	23809	251370	NA	6.9739	27	25	NA	201707262100	251370	NA	6.9739	27	25	NA	201707262100	0	0	0	0	0	0	510	6.14168713796459e-05
Mollet de Peralada	2191	ES.IGN.SIGLIM34091717106	34091717106	ES5	ES51	ES512	17106	0.000666494357689	0.172759105630264	23.0906670888265	0.0857323171296702	23947.7386893865	2.8655108255477	2.28672924888397	16296.5019363611	171061	NA	6.0578	2	17	NA	201707262100	171061	NA	6.0578	2	17	NA	201707262100	0	0	0	0	0	0	511	7.84100968438462e-05
Mollet del Vallès	1891	ES.IGN.SIGLIM34090808124	34090808124	ES5	ES51	ES511	8124	0.001165680845573	0.165055075396639	23.7149996757507	0.155449885434469	24087.4678498389	2.72590375390553	4.18785221082743	24661	81249	NA	10.8463	41	8	NA	201707262100	81249	NA	10.8463	41	8	NA	201707262100	0	0	0	1	0,25	1	512	0.000115720916080924
Molló	2192	ES.IGN.SIGLIM34091717107	34091717107	ES5	ES51	ES512	17107	0.004742591125183	0.368434141602454	15.5613330205282	0.0162875126551439	30808.3080336068	5.23356849673147	0.36683042804992	26656.4540354892	171077	43.1301	43.1301	31	17	20140212	201707262100	171077	43.1301	43.1301	31	17	20140212	201707262100	0	0	0	0	0	0	513	0.000101210106499148
Monistrol de Calders	1895	ES.IGN.SIGLIM34090808128	34090808128	ES5	ES51	ES511	8128	0.002380740719292	0.269568170055733	21.8020000457764	0.00658920510695767	30340.5857014574	3.176690705674	0.171889793379667	29196.392529359	81287	NA	21.9776	42	8	NA	201801011500	81287	NA	21.9776	42	8	NA	201801011500	0	0	0	0	0	0	514	9.4622627886617e-05
Monistrol de Montserrat	1894	ES.IGN.SIGLIM34090808127	34090808127	ES5	ES51	ES511	8127	0.001286717682841	0.232853925901508	22.4539995193481	0.0349210817783322	27506.611806763	3.01524183764165	0.921537606532141	22558	81271	11.9055	11.9055	7	8	20141022	201707262100	81271	11.9055	11.9055	7	8	20141022	201707262100	0	0	0	0	0	0	515	0.000114342041731368
Mont-ral	2646	ES.IGN.SIGLIM34094343091	34094343091	ES5	ES51	ES514	43091	0.003709224421932	0.365357977657312	19.9146671295166	0.00951228414814407	27839.8944868558	3.69443129177654	0.239133835471521	29262.7918160042	430918	NA	34.5692	1	43	NA	201707262100	430918	NA	34.5692	1	43	NA	201707262100	0	0	0	0	0	0	516	3.0274295785837e-05
Mont-ras	2194	ES.IGN.SIGLIM34091717110	34091717110	ES5	ES51	ES512	17110	0.001334961863304	0.190738573149655	23.1840000152588	0.20965989010489	24791.3668306504	2.8441947832381	5.60075769786344	22754	171100	NA	12.4159	10	17	NA	201707262100	171100	NA	12.4159	10	17	NA	201707262100	0	0	0	0	0	0	517	6.94686062304708e-05
Mont-roig del Camp	2647	ES.IGN.SIGLIM34094343092	34094343092	ES5	ES51	ES514	43092	0.006806241866857	0.44572064865283	24.2315912246704	0.100426830708885	27486.7344686923	2.61554555769321	2.72693083946768	23678	430923	NA	63288	8	43	NA	201707262100	430923	NA	63288	8	43	NA	201707262100	0	0	0	0	0	0	518	0.000143944876834356
Montagut i Oix	2193	ES.IGN.SIGLIM34091717109	34091717109	ES5	ES51	ES512	17109	0.010193174035786	0.781461255343646	20.4731431688581	0.0170790352964746	23220.6152257299	3.53300416228042	0.434337359969811	20827.4145663946	171096	93.3899	93.3899	19	17	20130529	201707262100	171096	93.3899	93.3899	19	17	20130529	201707262100	0	0	0	0	0	0	519	5.10455869988652e-05
Montblanc	2641	ES.IGN.SIGLIM34094343086	34094343086	ES5	ES51	ES514	43086	0.009847635780712	0.659020203305108	22.3873329162598	0.0103280791641451	19117.9825697412	3.03136607180254	0.272235490236113	23939	430862	NA	90.9905	16	43	NA	201707262100	430862	NA	90.9905	16	43	NA	201707262100	0	0	0	0	0	0	520	0
Montbrió del Camp	2642	ES.IGN.SIGLIM34094343088	34094343088	ES5	ES51	ES514	43088	0.001133936633115	0.170141355996773	24.0650000572205	0.104187901709028	22908.9827803965	2.65063701842657	2.82197449558656	22991	430884	NA	10.5504	8	43	NA	201707262100	430884	NA	10.5504	8	43	NA	201707262100	0	0	0	0	0	0	521	0
Montcada i Reixac	1892	ES.IGN.SIGLIM34090808125	34090808125	ES5	ES51	ES511	8125	0.002532556521681	0.340838094196811	23.6280002593994	0.0723655719221684	27260.1356755088	2.74494209287739	1.94689419659059	24618	81252	NA	23.5455	40	8	NA	201707262100	81252	NA	23.5455	40	8	NA	201707262100	0	0	0	0	0	0	522	0
Montclar	1897	ES.IGN.SIGLIM34090808130	34090808130	ES5	ES51	ES511	8130	0.002407634248792	0.426053792465941	21.5960006713867	0.00767398034550426	22640.1325347951	3.22947616572776	0.19943449883694	23408.8266892009	81304	NA	21.9061	14	8	NA	201707262100	81304	NA	21.9061	14	8	NA	201707262100	0	0	0	0	0	0	523	0.000150430525022794
Montellà i Martinet	2434	ES.IGN.SIGLIM34092525139	34092525139	ES5	ES51	ES513	25139	0.006015625797664	0.350066824353698	15.8786665598551	0.0169079657924613	28652.0691034534	5.10237784511061	0.384389589132295	21567.3648776639	251399	NA	55.1906	15	25	NA	201707262100	251399	NA	55.1906	15	25	NA	201707262100	0	0	0	0	0	0	524	0.000110427976996477
